name	description	page
drerio_homolog_chromosome	Zebrafish chromosome/scaffold name	homologs
drerio_homolog_chrom_start	Zebrafish chromosome/scaffold start (bp)	homologs
drerio_homolog_chrom_end	Zebrafish chromosome/scaffold end (bp)	homologs
drerio_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
drerio_homolog_subtype	Last common ancestor with Zebrafish	homologs
drerio_homolog_orthology_type	Zebrafish homology type	homologs
drerio_homolog_perc_id	%id. target Zebrafish gene identical to query gene	homologs
drerio_homolog_perc_id_r1	%id. query gene identical to target Zebrafish gene	homologs
drerio_homolog_goc_score	Zebrafish Gene-order conservation score	homologs
drerio_homolog_wga_coverage	Zebrafish Whole-genome alignment coverage	homologs
drerio_homolog_dn	dN with Zebrafish	homologs
drerio_homolog_ds	dS with Zebrafish	homologs
drerio_homolog_orthology_confidence	Zebrafish orthology confidence [0 low, 1 high]	homologs
hsapiens_paralog_ensembl_gene	Human paralogue gene stable ID	homologs
hsapiens_paralog_associated_gene_name	Human paralogue associated gene name	homologs
hsapiens_paralog_ensembl_peptide	Human paralogue protein or transcript ID	homologs
hsapiens_paralog_chromosome	Human paralogue chromosome/scaffold name	homologs
hsapiens_paralog_chrom_start	Human paralogue chromosome/scaffold start (bp)	homologs
hsapiens_paralog_chrom_end	Human paralogue chromosome/scaffold end (bp)	homologs
hsapiens_paralog_canonical_transcript_protein	Paralogue query protein or transcript ID	homologs
hsapiens_paralog_subtype	Paralogue last common ancestor with Human	homologs
hsapiens_paralog_orthology_type	Human paralogue homology type	homologs
hsapiens_paralog_perc_id	Paralogue %id. target Human gene identical to query gene	homologs
hsapiens_paralog_perc_id_r1	Paralogue %id. query gene identical to target Human gene	homologs
hsapiens_paralog_dn	Paralogue dN with Human	homologs
hsapiens_paralog_ds	Paralogue dS with Human	homologs
hsapiens_paralog_paralogy_confidence	Human paralogy confidence [0 low, 1 high]	homologs
ensembl_gene_id	Gene stable ID	snp
ensembl_transcript_id	Transcript stable ID	snp
ensembl_peptide_id	Protein stable ID	snp
chromosome_name	Chromosome/scaffold name	snp
start_position	Gene start (bp)	snp
end_position	Gene end (bp)	snp
strand	Strand	snp
band	Karyotype band	snp
external_gene_name	Gene name	snp
external_gene_source	Source of gene name	snp
transcript_count	Transcript count	snp
percentage_gene_gc_content	Gene % GC content	snp
description	Gene description	snp
variation_name	Variant name	snp
germ_line_variation_source	Variant source	snp
source_description	Variant source description	snp
allele	Variant alleles	snp
validated	Variant supporting evidence	snp
mapweight	Mapweight	snp
minor_allele	Minor allele	snp
minor_allele_freq	Minor allele frequency	snp
minor_allele_count	Minor allele count	snp
clinical_significance	Clinical significance	snp
transcript_location	Transcript location (bp)	snp
snp_chromosome_strand	Variant chromosome Strand	snp
peptide_location	Protein location (aa)	snp
chromosome_start	chromosome/scaffold position start (bp)	snp
chromosome_end	Chromosome/scaffold position end (bp)	snp
polyphen_prediction_2076	PolyPhen prediction	snp
polyphen_score_2076	PolyPhen score	snp
sift_prediction_2076	SIFT prediction	snp
sift_score_2076	SIFT score	snp
distance_to_transcript_2076	Distance to transcript	snp
cds_start_2076	CDS start	snp
cds_end_2076	CDS end	snp
peptide_shift	Protein allele	snp
synonymous_status	Variant consequence	snp
allele_string_2076	Consequence specific allele	snp
ensembl_gene_id	Gene stable ID	snp_somatic
ensembl_transcript_id	Transcript stable ID	snp_somatic
ensembl_peptide_id	Protein stable ID	snp_somatic
chromosome_name	Chromosome/scaffold name	snp_somatic
start_position	Gene start (bp)	snp_somatic
end_position	Gene end (bp)	snp_somatic
strand	Strand	snp_somatic
band	Karyotype band	snp_somatic
external_gene_name	Gene name	snp_somatic
external_gene_source	Source of gene name	snp_somatic
transcript_count	Transcript count	snp_somatic
percentage_gene_gc_content	Gene % GC content	snp_somatic
description	Gene description	snp_somatic
somatic_variation_name	Variant name	snp_somatic
somatic_source_name	Variant source	snp_somatic
somatic_source_description	Variant source description	snp_somatic
somatic_allele	Variant alleles	snp_somatic
somatic_validated	Variant supporting evidence	snp_somatic
somatic_mapweight	Mapweight	snp_somatic
somatic_minor_allele	Minor allele	snp_somatic
somatic_minor_allele_freq	Minor allele frequency	snp_somatic
somatic_minor_allele_count	Minor allele count	snp_somatic
somatic_clinical_significance	Clinical significance	snp_somatic
somatic_transcript_location	Transcript location (bp)	snp_somatic
somatic_snp_chromosome_strand	Variant chromosome/scaffold strand	snp_somatic
somatic_peptide_location	Protein location (aa)	snp_somatic
somatic_chromosome_start	Chromosome/scaffold position start (bp)	snp_somatic
somatic_chromosome_end	Chromosome/scaffold position end (bp)	snp_somatic
mart_transcript_variation_som__dm_polyphen_prediction_2076	PolyPhen prediction	snp_somatic
mart_transcript_variation_som__dm_polyphen_score_2076	PolyPhen score	snp_somatic
mart_transcript_variation_som__dm_sift_prediction_2076	SIFT prediction	snp_somatic
mart_transcript_variation_som__dm_sift_score_2076	SIFT score	snp_somatic
mart_transcript_variation_som__dm_distance_to_transcript_2076	Distance to transcript	snp_somatic
somatic_cds_start_2076	CDS start	snp_somatic
somatic_cds_end_2076	CDS end	snp_somatic
somatic_peptide_shift	Protein allele	snp_somatic
somatic_synonymous_status	Variant consequence	snp_somatic
mart_transcript_variation_som__dm_allele_string_2076	Consequence specific allele	snp_somatic
transcript_exon_intron	Unspliced (Transcript)	sequences
gene_exon_intron	Unspliced (Gene)	sequences
transcript_flank	Flank (Transcript)	sequences
gene_flank	Flank (Gene)	sequences
coding_transcript_flank	Flank-coding region (Transcript)	sequences
coding_gene_flank	Flank-coding region (Gene)	sequences
5utr	5' UTR	sequences
3utr	3' UTR	sequences
gene_exon	Exon sequences	sequences
cdna	cDNA sequences	sequences
coding	Coding sequence	sequences
peptide	Peptide	sequences
upstream_flank	upstream_flank	sequences
downstream_flank	downstream_flank	sequences
ensembl_gene_id	Gene stable ID	sequences
description	Gene description	sequences
external_gene_name	Gene name	sequences
external_gene_source	Source of gene name	sequences
chromosome_name	Chromosome/scaffold name	sequences
start_position	Gene start (bp)	sequences
end_position	Gene end (bp)	sequences
gene_biotype	Gene type	sequences
family	Ensembl Protein Family ID(s)	sequences
uniparc	UniParc ID	sequences
uniprotswissprot	UniProtKB/Swiss-Prot ID	sequences
uniprotsptrembl	UniProtKB/TrEMBL ID	sequences
cdna_coding_start	CDS start (within cDNA)	sequences
cdna_coding_end	CDS end (within cDNA)	sequences
5_utr_start	5' UTR start	sequences
5_utr_end	5' UTR end	sequences
3_utr_start	3' UTR start	sequences
3_utr_end	3' UTR end	sequences
ensembl_transcript_id	Transcript stable ID	sequences
ensembl_peptide_id	Protein stable ID	sequences
transcript_biotype	Transcript type	sequences
strand	Strand	sequences
transcript_start	Transcript start (bp)	sequences
transcript_end	Transcript end (bp)	sequences
transcription_start_site	Transcription start site (TSS)	sequences
transcript_length	Transcript length (including UTRs and CDS)	sequences
cds_length	CDS Length	sequences
cds_start	CDS start	sequences
cds_end	CDS end	sequences
ensembl_exon_id	Exon stable ID	sequences
exon_chrom_start	Exon region start (bp)	sequences
exon_chrom_end	Exon region end (bp)	sequences
strand	Strand	sequences
rank	Exon rank in transcript	sequences
phase	Start phase	sequences
end_phase	End phase	sequences
cdna_coding_start	cDNA coding start	sequences
cdna_coding_end	cDNA coding end	sequences
genomic_coding_start	Genomic coding start	sequences
genomic_coding_end	Genomic coding end	sequences
is_constitutive	Constitutive exon	sequences
